"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Activewear clothing features (product.metafields.shopify.activewear-clothing-features)","Activity (product.metafields.shopify.activity)","Clothing features (product.metafields.shopify.clothing-features)","Color (product.metafields.shopify.color-pattern)","Fabric (product.metafields.shopify.fabric)","Fit (product.metafields.shopify.fit)","Headwear features (product.metafields.shopify.headwear-features)","Neckline (product.metafields.shopify.neckline)","Pants length type (product.metafields.shopify.pants-length-type)","Size (product.metafields.shopify.size)","Sleeve length type (product.metafields.shopify.sleeve-length-type)","Target gender (product.metafields.shopify.target-gender)","Top length type (product.metafields.shopify.top-length-type)","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status"
"cargo-shorts-beige-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","112.00","167.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"cargo-shorts-beige-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","112.00","167.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"cargo-shorts-beige-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","112.00","167.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-alcatraz-trucker-hat-grey-by-corteiz","4Starz Alcatraz Trucker Hat Grey by Corteiz","The 4Starz Alcatraz Trucker Hat in Grey by Corteiz combines classic trucker style with contemporary streetwear appeal. Featuring a structured six-panel crown and breathable mesh back panels, this hat delivers comfort for all-day wear. The iconic Alcatraz branding showcases Corteiz's signature aesthetic, while the adjustable snapback closure ensures a perfect fit. Crafted with quality materials, this grey trucker hat is an essential addition to any casual wardrobe, perfect for outdoor activities or everyday street style.","Corteiz","Apparel & Accessories > Clothing Accessories > Hats > Trucker Hats","hat","black hat, corteiz hat, grey hat, Hat, white hat","true","Title","Default Title","","","","","","","","","500.0","","0","deny","manual","83.00","132.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/New-Project-1-2.png?v=1786385097","1","","false","4Starz Alcatraz Trucker Hat Grey by Corteiz Shop Now","","","","","gray","","","","","","","","","","","kg","","","active"
"womens-guerillaz-tank-top-triple-black-by-corteiz","Womens Guerillaz Tank Top Triple Black By Corteiz","Elevate your casual wardrobe with the Womens Guerillaz Tank Top in Triple Black by Corteiz. This sleek, minimalist design features bold branding that makes a statement without compromising on comfort. Crafted for everyday wear, the tank delivers a perfect fit for layering or wearing solo. The triple black colorway ensures versatility, pairing effortlessly with jeans, skirts, or joggers. A must-have piece for fans of contemporary streetwear aesthetics.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > Tank Tops","Tank Top","Black Top, Corteiz Tank Top","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","89.00","138.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Womens-Guerillaz-Tank-Top-Triple-Black-2-1.png?v=1786371344","1","","false","Womens Guerillaz Tank Top Triple Black By Corteiz - Order Now","","","","","black","","","","","","s; m; l; xl; 2xl","sleeveless","female","","","kg","","","active"
"womens-guerillaz-tank-top-triple-black-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","89.00","138.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"womens-guerillaz-tank-top-triple-black-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","89.00","138.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"womens-guerillaz-tank-top-triple-black-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","89.00","138.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"womens-guerillaz-tank-top-triple-black-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","89.00","138.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"vvs-uptown-tracksuit-burgundy-by-corteiz","VVS Uptown Tracksuit Burgundy by Corteiz","Elevate your streetwear game with the VVS Uptown Tracksuit in Burgundy by Corteiz. Crafted for those who demand premium quality and bold style, this tracksuit combines comfort with contemporary design. The rich burgundy tone offers versatility for layering or standalone wear, while the tailored fit ensures a sharp silhouette. Perfect for casual outings, gym sessions, or making a statement wherever you go. Experience luxury streetwear that reflects your confidence and taste.","Corteiz","Apparel & Accessories > Clothing > Outfit Sets","tracksuit","Black tracksuit, Blue tracksuit, corteiz tracksuit, green tracksuit, grey Tracksuit, orange tracksuit, tracksuit","true","Size","s","product.metafields.shopify.size","","","","","","","","0.0","","0","deny","manual","145.00","233.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-VVS-Uptown-Tracksuit-Burgundy.png?v=1786371322","1","","false","","","","","","red","","","","","long","s; m; l; xl; 2xl","long","","medium","","kg","","","active"
"vvs-uptown-tracksuit-burgundy-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","145.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"vvs-uptown-tracksuit-burgundy-by-corteiz","","","","","","","","","l","","","","","","","","","0.0","","0","deny","manual","145.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"vvs-uptown-tracksuit-burgundy-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","145.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"vvs-uptown-tracksuit-burgundy-by-corteiz","","","","","","","","","2xl","","","","","","","","","0.0","","0","deny","manual","145.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tank-top-women-white-by-corteiz","Tank Top Women White By Corteiz","Elevate your casual wardrobe with this crisp white tank top from Corteiz. Designed for comfort and versatility, this essential piece features a clean silhouette that pairs effortlessly with jeans, skirts, or layered outfits. The breathable fabric keeps you cool throughout the day, while the timeless white hue ensures it works with any color palette. Perfect for warm weather styling or as a layering base, this tank top is a wardrobe staple that delivers both style and practicality.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > Tank Tops","Tank Top","Corteiz Tank Top, white top","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","85.00","134.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Alcatraz-Tank-Top-Womens-White-2.png?v=1786371201","1","","false","Tank Top Women White By Corteiz - Order Now","","","","","white","","","","round","","s; m; l; xl; 2xl","sleeveless","female","medium","","kg","","","active"
"tank-top-women-white-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","85.00","134.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tank-top-women-white-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","85.00","134.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tank-top-women-white-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","85.00","134.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tank-top-women-white-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","85.00","134.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"vvs-tracksuit-black-by-corteiz","VVS Tracksuit Black by Corteiz","","Corteiz","Uncategorized","tracksuit","Black tracksuit, Blue tracksuit, corteiz tracksuit, green tracksuit, grey Tracksuit, orange tracksuit, tracksuit","true","Title","Default Title","","","","","","","","","0.0","","0","deny","manual","139.00","255.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-VVS-Tracksuit-Black.png?v=1786371196","1","","false","VVS Tracksuit Black by Corteiz  Shop Now","","","","","","","","","","","","","","","","kg","","","active"
"4starz-motion-womens-tank-top-white-by-corteiz","4Starz Motion Womens Tank Top White By Corteiz","Elevate your casual wardrobe with the 4Starz Motion Womens Tank Top in crisp white by Corteiz. Designed for comfort and style, this versatile tank features a clean, minimalist aesthetic perfect for layering or wearing solo. The breathable fabric keeps you cool throughout the day, while the sleek silhouette flatters any frame. Whether you're heading to the gym, running errands, or relaxing at home, this essential piece delivers effortless sophistication. A wardrobe staple that pairs seamlessly with jeans, shorts, or athletic wear.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > Tank Tops","Tank Top","Corteiz Tank Top, White Top","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","85.00","134.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-4Starz-Motion-Womens-Tank-Top-White-2.png?v=1786371067","1","","false","4Starz Motion Womens Tank Top White By Corteiz - Order Now","","","","","white","","","","round","","s; m; l; xl; 2xl","sleeveless","female","","","kg","","","active"
"4starz-motion-womens-tank-top-white-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","85.00","134.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-motion-womens-tank-top-white-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","85.00","134.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-motion-womens-tank-top-white-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","85.00","134.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-motion-womens-tank-top-white-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","85.00","134.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"vvs-green-velvet-tracksuit-by-corteiz","VVS Green Velvet Tracksuit by Corteiz","","Corteiz","Uncategorized","tracksuit","Black tracksuit, Blue tracksuit, corteiz tracksuit, green tracksuit, grey Tracksuit, orange tracksuit, tracksuit","true","size","m","","","","","","","","","0.0","","0","deny","manual","145.00","245.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-VVS-Green-Velvet-Tracksuit.png?v=1786371021","1","","false","VVS Green Velvet Tracksuit by Corteiz Shop Now","","","","","","","","","","","","","","","","kg","","","active"
"vvs-green-velvet-tracksuit-by-corteiz","","","","","","","","","x","","","","","","","","","0.0","","0","deny","manual","145.00","245.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"vvs-green-velvet-tracksuit-by-corteiz","","","","","","","","","s","","","","","","","","","0.0","","0","deny","manual","145.00","245.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"vvs-green-velvet-tracksuit-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","145.00","245.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"vvs-green-velvet-tracksuit-by-corteiz","","","","","","","","","2xl","","","","","","","","","0.0","","0","deny","manual","145.00","245.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-motion-womens-tank-top-black-by-corteiz","4Starz Motion Womens Tank Top Black By Corteiz","Experience effortless style with the 4Starz Motion Womens Tank Top in Black by Corteiz. Crafted for comfort and versatility, this sleek black tank features a modern design perfect for everyday wear, workouts, or casual outings. The quality construction ensures durability, while the classic black shade pairs seamlessly with any wardrobe. Whether you're layering or wearing solo, this tank delivers both comfort and contemporary edge. Elevate your basics with Corteiz's signature aesthetic.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > Tank Tops","Tank Top","Black Top, Corteiz Tank Top","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","89.00","137.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-4Starz-Motion-Womens-Tank-Top.png?v=1786370906","1","","false","4Starz Motion Womens Tank Top Black By Corteiz - Order Now","","","","","black","","","","round","","s; m; l; xl; 2xl","sleeveless","female","","","kg","","","active"
"4starz-motion-womens-tank-top-black-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","89.00","137.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-motion-womens-tank-top-black-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","89.00","137.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-motion-womens-tank-top-black-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","89.00","137.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-motion-womens-tank-top-black-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","89.00","137.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-white-by-corteiz","Tracksuit White by Corteiz","Elevate your casual wardrobe with the Tracksuit White by Corteiz. Crafted from premium materials, this sleek two-piece set combines comfort with contemporary style. The crisp white colorway offers versatility for layering or standalone wear, making it perfect for streetwear enthusiasts and everyday comfort seekers alike. Features a relaxed fit design that works seamlessly from gym sessions to street outings. Corteiz's signature quality ensures durability and lasting wear.","Corteiz","Apparel & Accessories > Clothing > Outfit Sets","tracksuit","Black tracksuit, Blue tracksuit, corteiz tracksuit, green tracksuit, grey Tracksuit, orange tracksuit, tracksuit, White tracksuit","true","Size","l","product.metafields.shopify.size","","","","","","","","0.0","","0","deny","manual","143.00","233.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Tracksuit-White-3.png?v=1786370913","1","","false","Tracksuit White by Corteiz shop Now","","","","","white","","","","","","l; s; m; xl; 2xl","long","","","","kg","","","active"
"tracksuit-white-by-corteiz","","","","","","","","","s","","","","","","","","","0.0","","0","deny","manual","143.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-white-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","143.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-white-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","143.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-white-by-corteiz","","","","","","","","","2xl","","","","","","","","","0.0","","0","deny","manual","143.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-grey-by-corteiz","Tracksuit Grey by Corteiz","","Corteiz","Apparel & Accessories > Clothing > Outfit Sets","tracksuit","Black tracksuit, Blue tracksuit, corteiz tracksuit, green tracksuit, grey Tracksuit, orange tracksuit, tracksuit","true","Size","2xl","product.metafields.shopify.size","","","","","","","","0.0","","0","deny","manual","142.00","244.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Tracksuit-Grey-6.png?v=1786370773","1","","false","Tracksuit Grey by Corteiz Shop Now","","","","","","","","","","","2xl; xl; l; m; s","","","","","kg","","","active"
"tracksuit-grey-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","142.00","244.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-grey-by-corteiz","","","","","","","","","l","","","","","","","","","0.0","","0","deny","manual","142.00","244.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-grey-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","142.00","244.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-grey-by-corteiz","","","","","","","","","s","","","","","","","","","0.0","","0","deny","manual","142.00","244.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-alcatraz-womens-tank-top-white-by-corteiz","4Starz Alcatraz Womens Tank Top White By Corteiz","Elevate your casual wardrobe with the 4Starz Alcatraz Womens Tank Top in crisp white by Corteiz. Designed for comfort and style, this versatile tank features a clean aesthetic perfect for layering or wearing solo. The quality construction ensures durability through everyday wear, while the timeless white colorway pairs effortlessly with any outfit. Whether you're dressing down for relaxed days or creating a minimalist look, this tank top delivers understated sophistication. A must-have staple for any modern wardrobe.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > Tank Tops","Cargo","Corteiz Tank Top","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","89.00","148.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-4Starz-Alcatraz-Womens-Tank-Top.png?v=1786370721","1","","false","4Starz Alcatraz Womens Tank Top White By Corteiz - Order Now","","","","","white","","","","round","","s; m; l; xl; 2xl","sleeveless","female","","","kg","","","active"
"4starz-alcatraz-womens-tank-top-white-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","89.00","148.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-alcatraz-womens-tank-top-white-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","89.00","148.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-alcatraz-womens-tank-top-white-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","89.00","148.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-alcatraz-womens-tank-top-white-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","89.00","148.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-crtz-by-corteiz","Tracksuit CRTZ by Corteiz","","Corteiz","Apparel & Accessories > Clothing > Outfit Sets","tracksuit","Black tracksuit, Blue tracksuit, corteiz tracksuit, green tracksuit, orange tracksuit, tracksuit","true","Size","s","product.metafields.shopify.size","","","","","","","","0.0","","0","deny","manual","145.00","255.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Tracksuit-CRTZ-3.png?v=1786370593","1","","false","Tracksuit CRTZ by Corteiz Buy Now","","","","","","","","","","","s; m; l; xl; 2xl","","","","","kg","","","active"
"tracksuit-crtz-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","145.00","255.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-crtz-by-corteiz","","","","","","","","","l","","","","","","","","","0.0","","0","deny","manual","145.00","255.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-crtz-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","145.00","255.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-crtz-by-corteiz","","","","","","","","","2xl","","","","","","","","","0.0","","0","deny","manual","145.00","255.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-alcatraz-womens-tank-top-grey-by-corteiz","4Starz Alcatraz Womens Tank Top Grey By Corteiz","The 4Starz Alcatraz Womens Tank Top in Grey by Corteiz combines contemporary streetwear style with everyday comfort. Crafted from quality fabric, this sleeveless tank features a clean, minimalist design that works effortlessly with jeans, shorts, or layered pieces. The neutral grey tone makes it a versatile wardrobe essential that pairs with virtually any outfit. Perfect for casual wear, gym sessions, or relaxed weekend looks. Embrace the Corteiz aesthetic with this timeless tank top that delivers both style and practicality.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > Tank Tops","Cargo","Corteiz Tank Top, Grey Top","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","87.00","145.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-4Starz-Alcatraz-Womens-Tank-Top-Grey.png?v=1786370583","1","","false","4Starz Alcatraz Womens Tank Top Grey By Corteiz - Order Now","","","","","gray","","","","round","","s; m; l; xl; 2xl","sleeveless","female","","","kg","","","active"
"4starz-alcatraz-womens-tank-top-grey-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","87.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-alcatraz-womens-tank-top-grey-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","87.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-alcatraz-womens-tank-top-grey-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","87.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-alcatraz-womens-tank-top-grey-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","87.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-alcatraz-women-tank-top-black-by-corteiz","4Starz Alcatraz women Tank Top Black By Corteiz","Elevate your casual wardrobe with the 4Starz Alcatraz Women's Tank Top in classic black by Corteiz. Designed for comfort and style, this sleek tank top features a modern silhouette perfect for layering or wearing solo. The premium black fabric offers versatility for any season, making it an essential piece for everyday wear. Whether you're heading to the gym, running errands, or relaxing at home, this tank delivers effortless style with quality construction. Embrace the Corteiz aesthetic with this timeless addition to your collection.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > Tank Tops","Cargo","Black Top, Corteiz Tank Top","true","Size","S","","","","","","","","","500.0","","0","deny","manual","85.00","132.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-4Starz-Alcatraz-Womens-Tank-Top-2.png?v=1786370447","1","","false","4Starz Alcatraz women Tank Top Black By Corteiz - Order Now","","","","","black","","","","","","s; m","sleeveless","female","","","kg","","","active"
"4starz-alcatraz-women-tank-top-black-by-corteiz","","","","","","","","","M","","","","","","","","","500.0","","0","deny","manual","85.00","132.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-alcatraz-women-tank-top-black-by-corteiz","","","","","","","","","L","","","","","","","","","500.0","","0","deny","manual","85.00","132.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-alcatraz-women-tank-top-black-by-corteiz","","","","","","","","","XL","","","","","","","","","500.0","","0","deny","manual","85.00","132.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-alcatraz-women-tank-top-black-by-corteiz","","","","","","","","","XXL","","","","","","","","","500.0","","0","deny","manual","85.00","132.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-blue-by-corteiz","Tracksuit blue by Corteiz","Premium blue tracksuit by Corteiz, designed for comfort and style. Features a coordinated jacket and pants set in quality fabric, perfect for casual wear or athletic activities. The classic blue colorway pairs effortlessly with any wardrobe. Ideal for everyday comfort without compromising on contemporary design.","Corteiz","Apparel & Accessories > Clothing > Outfit Sets","tracksuit","Black tracksuit, Blue tracksuit, corteiz tracksuit, green tracksuit, orange tracksuit, tracksuit","true","Size","2xl","product.metafields.shopify.size","","","","","","","","0.0","","0","deny","manual","145.00","246.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Tracksuit-4-700x788-1.png?v=1786370462","1","","false","Tracksuit blue by Corteiz Shop Now","","","","","blue","","","","","long","2xl; xl; l; m; s","long","","long","","kg","","","active"
"tracksuit-blue-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","145.00","246.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-blue-by-corteiz","","","","","","","","","l","","","","","","","","","0.0","","0","deny","manual","145.00","246.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-blue-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","145.00","246.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-blue-by-corteiz","","","","","","","","","s","","","","","","","","","0.0","","0","deny","manual","145.00","246.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-black-crtz-clothing-by-corteiz","Tracksuit Black CRTZ Clothing by Corteiz","Premium black tracksuit from Corteiz's CRTZ Clothing collection. Crafted for comfort and style, this matching set features a sleek silhouette perfect for casual wear or streetwear enthusiasts. The high-quality fabric ensures durability and a refined finish. Ideal for everyday layering or making a bold fashion statement. Embrace authentic street culture with this iconic Corteiz piece.","Corteiz","Apparel & Accessories > Clothing > Outfit Sets","tracksuit","Black tracksuit, Blue tracksuit, corteiz tracksuit, green tracksuit, orange tracksuit, tracksuit","true","Size","2xl","product.metafields.shopify.size","","","","","","","","0.0","","0","deny","manual","146.00","243.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-4Starz-Alcatraz-Tracksuit-_E2_80_93-Black-1.png?v=1786370262","1","","false","Tracksuit Black CRTZ Clothing by Corteiz Shop Now","","","","","black","","","","","long","2xl; xl; l; m; s","long","","medium","","kg","","","active"
"tracksuit-black-crtz-clothing-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","146.00","243.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-black-crtz-clothing-by-corteiz","","","","","","","","","l","","","","","","","","","0.0","","0","deny","manual","146.00","243.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-black-crtz-clothing-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","146.00","243.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-black-crtz-clothing-by-corteiz","","","","","","","","","s","","","","","","","","","0.0","","0","deny","manual","146.00","243.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-black-yellow-by-corteiz","Guerillaz Cargos Black/Yellow By Corteiz","Guerillaz Cargos in striking black and yellow colorway by Corteiz. These cargo pants feature bold contrast detailing and functional design with multiple pockets. Built for streetwear enthusiasts who demand style and practicality. The distinctive color blocking makes a statement while maintaining the durability expected from quality cargo construction. Perfect for casual wear or elevated street looks.","Corteiz","Apparel & Accessories > Clothing > Pants > Cargo Pants","Cargo","Black Cargo, corteiz cargo","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","119.00","176.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Yella-Guerillaz-Cargos-Black.png?v=1786370049","1","","false","Guerillaz Cargos Black/Yellow By Corteiz - Order Now","","","","","black; geometric","","","","","long","s; m; l; xl; 2xl","","","","","kg","","","active"
"guerillaz-cargos-black-yellow-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","119.00","176.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Yella-Guerillaz-Cargos.png?v=1786370066","2","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-black-yellow-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","119.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
